ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
1010;5;1;Brown;Photography;Octozzy ;4.26;14;14;13;11;15;24;22;23;29;30;42;40;44;51;66;64;34;83;619
1011;1;2;Black;Games;Transible ;12.51;8;8;8;9;8;5;4;7;4;5;2;3;2;4;2;4;2;2;87
1012;2;2;Green;Tablets;Transible ;4.78;16;8;12;11;15;7;5;8;8;8;11;5;6;4;4;2;4;2;136
1013;3;2;Purple;Sound;Outise ;9.28;21;27;17;26;24;19;14;16;15;9;4;11;10;9;10;10;5;3;250
1014;4;2;Blue;Television;Transible ;1.72;52;41;43;35;22;26;23;22;18;12;11;11;12;6;13;11;9;6;373
1015;5;2;Brown;Telephone;Supranu ;4.78;64;88;52;33;25;31;26;22;17;21;24;17;20;14;16;13;11;12;506
1016;1;3;Red;Computers;Outise ;24.32;4;2;3;4;2;5;3;4;3;3;3;1;3;3;2;4;2;2;53
1017;2;3;Green;Television;Dynotri ;11.76;8;11;5;10;8;11;8;6;8;11;7;9;8;4;6;8;10;9;147
1018;3;3;Orange;Photography;Hyperive ;17.32;14;16;15;12;9;12;8;14;7;7;13;17;13;15;13;10;14;14;223
1019;4;3;Gray;Computers;Hyperive ;4.28;16;18;19;21;16;19;23;15;17;14;16;11;17;17;10;26;14;17;306
1020;5;3;Green;Computers;Verer ;2.82;31;51;39;45;32;36;37;55;37;43;53;44;31;43;24;34;27;36;698
1021;1;1;Black;Computers;Animity ;29.59;2;2;2;2;1;5;3;4;4;5;5;2;6;4;8;10;8;9;82
1022;2;1;Orange;Computers;Outise ;16.33;2;5;6;6;6;7;8;7;10;8;10;11;8;13;7;11;20;19;164
1023;3;1;Gray;Television;Octozzy ;1.86;2;6;5;7;5;8;8;11;4;9;17;17;13;14;25;27;29;26;233
1024;4;1;Blue;Television;Mudeo ;1.69;7;10;13;13;10;10;17;19;17;21;22;38;34;19;31;47;37;40;405
1025;5;1;Brown;Television;Outise ;1.69;12;16;21;21;14;12;30;19;36;32;48;42;35;31;48;52;55;61;585
1026;1;2;Blue;Kitchen;Verer ;30.47;6;6;6;4;4;5;4;4;3;3;3;3;1;2;3;2;2;2;63
1027;2;2;Green;Tablets;Transible ;13.04;19;14;14;14;12;10;10;7;7;5;8;6;6;5;4;6;4;4;155
1028;3;2;Gray;Accessories;Dynotri ;2.39;24;25;23;33;23;16;18;8;11;14;12;7;7;7;7;7;6;6;254
1029;4;2;Blue;Tablets;Transible ;7.86;39;52;31;24;32;14;37;16;20;18;12;14;10;13;9;7;9;10;367
1030;5;2;Red;Photography;Kayosis;4.76;102;95;58;68;67;66;46;37;27;46;29;25;15;29;32;14;18;15;789
1031;1;3;Green;Telephone;Dynotri ;18.2;7;8;8;5;8;9;7;11;7;4;7;6;6;10;5;6;9;7;130
1032;2;3;Black;Games;Hyperive ;19.33;9;6;12;10;7;3;9;8;6;10;7;2;5;8;9;11;6;11;139
1033;3;3;Gray;Computers;Dynotri ;6.04;18;14;16;18;11;18;14;15;14;9;22;19;17;20;11;19;8;14;277
1034;4;3;Purple;Kitchen;Verer ;1.71;18;21;17;14;13;15;14;18;10;24;12;17;21;19;13;29;12;12;299
1035;5;3;Brown;Games;Dynotri ;1.96;28;24;34;26;33;21;31;32;29;31;27;32;21;27;10;25;35;29;495
1036;1;1;Black;Smart home;Animity ;546.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1037;2;1;Green;Telephone;Animity ;22.6;3;5;4;7;4;5;6;5;6;9;13;10;13;15;13;21;21;18;178
1038;3;1;Blue;Sound;Dynotri ;5.44;6;5;5;8;10;9;7;6;13;14;12;14;23;19;24;35;26;21;257
1039;4;1;Blue;Kitchen;Dynotri ;0.41;7;5;15;16;12;18;15;14;18;21;37;37;40;17;30;29;48;59;438
1040;5;1;Brown;Smart home;Octozzy ;2.78;10;21;27;19;27;46;26;32;30;39;61;25;46;77;58;66;69;100;779
1041;1;2;Yellow;Photography;Kayosis;28.61;10;10;7;9;9;9;9;5;4;6;4;4;4;4;3;2;4;3;106
1042;2;2;Green;Tablets;Supranu ;3.72;17;19;15;11;16;12;11;10;8;10;5;4;4;6;5;7;5;6;171
1043;3;2;Yellow;Photography;Supranu ;12.34;21;26;27;30;18;26;30;19;19;12;12;14;11;12;10;8;8;6;309
1044;4;2;Purple;Tablets;Supranu ;3.77;38;42;52;27;24;25;18;21;10;15;17;12;18;11;13;14;9;9;375
1045;5;2;Yellow;Photography;Supranu ;7.39;48;51;52;29;11;40;35;21;15;24;18;21;12;17;15;13;9;4;435
1046;1;3;Green;Television;Hyperive ;45.94;5;2;2;4;4;4;4;3;4;4;2;3;3;4;3;4;4;3;62
1047;2;3;White;Games;Transible ;8.28;9;10;7;10;5;8;6;5;10;10;7;6;7;6;5;8;7;11;137
1048;3;3;White;Computers;Transible ;10.37;15;16;10;23;7;12;13;11;9;12;15;14;14;13;12;15;16;15;242
1049;4;3;Blue;Computers;Dynotri ;1.68;26;22;17;10;18;30;17;29;31;26;23;18;17;24;23;28;22;22;403
1050;5;3;Red;Computers;Outise ;5.97;46;29;47;33;37;26;49;35;52;49;37;44;37;29;47;35;23;26;681
1051;1;1;Yellow;Photography;Animity ;45.15;2;2;2;2;3;3;2;5;4;6;6;8;6;4;8;12;9;13;97
1052;2;1;Green;Kitchen;Outise ;7.18;5;5;4;5;4;10;9;8;12;13;7;13;9;11;17;17;16;25;190
1053;3;1;Gray;Television;Outise ;3.4;6;8;4;3;8;12;9;8;14;6;16;15;16;18;26;16;26;21;232
1054;4;1;Brown;Sound;Mudeo ;4.53;10;11;14;9;10;13;12;18;21;21;26;29;30;34;44;57;36;62;457
1055;5;1;Brown;Sound;Animity ;2.89;9;6;17;7;11;16;27;26;24;31;20;36;29;42;40;47;66;63;517
1056;1;2;Yellow;Tablets;Mudeo ;6.99;7;13;8;7;7;4;8;7;6;5;4;5;2;4;4;3;2;3;99
1057;2;2;White;Accessories;Supranu ;8.64;13;14;15;11;14;6;9;6;7;9;7;5;4;4;5;2;2;3;136
1058;3;2;Green;Sound;Supranu ;3.32;18;35;27;18;22;16;16;13;6;11;9;10;9;9;8;6;8;5;246
1059;4;2;Yellow;Accessories;Hyperive ;2.08;55;52;20;39;40;24;34;25;30;24;25;21;12;19;12;13;11;10;466
1060;5;2;Brown;Accessories;Dynotri ;2.67;70;43;70;52;63;36;32;32;32;25;19;14;20;19;9;17;21;13;587
1061;1;3;Black;Computers;Dynotri ;73.31;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;14
1062;2;3;Green;Computers;Verer ;12.37;7;6;10;13;7;8;6;8;6;10;4;8;9;6;6;9;9;7;139
1063;3;3;Orange;Telephone;Verer ;16.21;17;19;19;20;15;16;21;17;14;25;17;15;15;12;14;17;22;22;317
1064;4;3;Purple;Computers;Dynotri ;10.69;16;18;18;10;25;23;13;28;18;23;20;19;22;21;21;22;21;23;361
1065;5;3;Red;Computers;Transible ;1.83;42;51;51;57;53;47;45;34;54;47;64;58;73;41;51;40;84;40;932
1066;1;1;Black;Smart home;Outise ;12;2;2;1;1;2;3;2;3;4;2;3;6;5;8;8;5;4;8;69
1067;2;1;White;Kitchen;Hyperive ;2.42;4;3;6;6;4;7;6;8;11;7;13;17;15;21;19;21;26;19;213
1068;3;1;Orange;Kitchen;Outise ;2.61;7;9;9;6;8;15;11;10;14;10;18;25;25;18;26;27;28;43;309
1069;4;1;Purple;Photography;Octozzy ;8.22;5;8;10;9;9;12;3;9;14;19;20;16;17;18;28;29;38;41;305
1070;5;1;Red;Smart home;Dynotri ;2.43;19;14;15;20;33;30;29;43;28;14;48;58;66;35;77;76;82;137;824
1071;1;2;Black;Photography;Kayosis;25.48;8;8;9;12;8;8;5;5;4;5;4;2;4;3;3;2;3;3;96
1072;2;2;White;Tablets;Verer ;16.34;12;12;22;13;11;13;12;10;9;4;5;4;5;4;2;1;4;3;146
1073;3;2;Orange;Television;Kayosis;8.91;26;21;17;24;15;13;12;11;14;13;7;9;6;9;7;5;7;5;221
1074;4;2;Blue;Photography;Verer ;5.5;42;41;37;37;31;22;21;17;12;22;15;13;17;12;7;8;12;5;371
1075;5;2;Brown;Accessories;Kayosis;3.69;54;60;49;47;30;23;41;14;29;20;22;22;18;15;13;13;10;13;493
1076;1;3;Black;Television;Dynotri ;23.06;6;5;6;3;4;6;7;4;6;5;9;6;7;6;3;4;7;7;101
1077;2;3;White;Games;Dynotri ;16.21;6;4;5;5;10;5;8;9;7;5;7;9;8;7;6;8;9;6;124
1078;3;3;Orange;Kitchen;Dynotri ;17.15;14;17;11;14;24;13;18;22;19;10;25;15;14;19;13;18;12;13;291
1079;4;3;Blue;Photography;Dynotri ;4.74;30;27;22;28;25;31;19;12;28;17;30;19;26;18;26;26;34;11;429
1080;5;3;Brown;Accessories;Hyperive ;3.08;29;28;28;22;24;24;30;28;19;19;30;26;16;30;21;23;31;26;454
1081;1;1;Black;Television;Octozzy ;10.73;1;1;1;2;1;2;3;2;3;2;2;3;3;2;3;3;4;4;42
1082;2;1;Green;Kitchen;Mudeo ;13.32;4;3;7;6;6;8;11;5;13;14;15;15;20;16;15;24;24;22;228
1083;3;1;Gray;Kitchen;Outise ;2.38;5;5;8;10;9;9;13;17;12;8;16;19;23;15;20;30;19;34;272
1084;4;1;Blue;Television;Mudeo ;4.51;7;13;9;11;7;12;10;10;16;18;18;14;25;23;45;17;33;35;323
1085;5;1;Red;Smart home;Outise ;0.91;15;16;20;13;17;16;29;31;25;22;35;37;49;53;53;63;34;93;621
1086;1;2;Red;Photography;Supranu ;47.17;4;4;3;4;3;3;2;2;3;2;2;1;1;1;1;1;1;1;39
1087;2;2;Green;Computers;Transible ;20.82;29;19;21;13;12;15;13;10;8;10;10;8;6;5;5;6;4;4;198
1088;3;2;Gray;Photography;Transible ;3.05;28;19;15;28;17;26;18;11;12;11;7;8;11;12;8;8;4;7;250
1089;4;2;Purple;Television;Supranu ;8.14;39;34;18;27;22;31;23;10;18;14;12;13;15;4;10;9;6;10;315
1090;5;2;Green;Accessories;Verer ;2.13;114;54;66;71;45;40;45;36;47;27;15;34;20;19;17;20;17;8;695
1091;1;3;Black;Games;Supranu ;9.09;4;4;3;4;4;4;2;4;5;5;4;5;2;5;6;4;5;4;74
1092;2;3;Green;Smart home;Hyperive ;22.97;9;5;5;6;5;7;9;7;7;9;6;5;9;7;7;6;5;7;121
1093;3;3;Gray;Tablets;Verer ;11.24;22;17;19;13;10;12;19;17;16;12;10;11;20;9;11;14;14;21;267
1094;4;3;Purple;Games;Hyperive ;6.91;28;25;14;20;29;30;12;16;28;11;27;17;41;26;28;26;16;31;425
1095;5;3;Brown;Telephone;Transible ;2.17;15;28;28;28;33;25;25;19;40;28;26;22;40;36;23;46;31;17;510
1096;1;1;Yellow;Telephone;Outise ;13.23;5;2;3;3;5;6;5;4;4;7;9;6;10;12;12;12;9;7;121
1097;2;1;Green;Smart home;Animity ;34.82;4;2;5;3;4;5;5;4;6;7;7;9;11;5;13;10;9;14;123
1098;3;1;Orange;Kitchen;Octozzy ;6.2;6;5;5;5;10;5;7;2;6;17;16;20;19;23;28;19;31;36;260
1099;4;1;Purple;Smart home;Outise ;10.2;8;10;9;13;5;18;10;20;17;20;26;19;40;25;25;21;38;28;352
1100;5;1;Brown;Sound;Verer ;1.75;27;25;26;44;38;41;32;57;69;40;39;82;38;131;94;97;68;101;1049
1101;1;2;Yellow;Accessories;Kayosis;33.46;7;7;5;3;4;5;1;3;3;3;2;1;1;2;2;2;1;1;53
1102;2;2;White;Tablets;Kayosis;17.8;9;13;12;7;11;11;9;8;3;8;5;8;5;5;3;3;3;2;125
1103;3;2;Gray;Photography;Kayosis;13.37;25;27;12;17;13;12;19;15;16;8;11;10;9;9;5;6;8;5;227
1104;4;2;Blue;Computers;Kayosis;3.95;59;35;44;50;39;28;20;19;33;18;21;20;10;12;16;12;14;9;459
1105;5;2;Red;Photography;Transible ;6.28;49;62;28;37;39;23;36;24;19;21;14;17;21;21;9;16;12;12;460
1106;1;3;Black;Television;Hyperive ;20.08;4;5;5;2;6;3;4;4;7;6;4;4;4;7;5;4;4;5;83
1107;2;3;Green;Telephone;Verer ;13.22;12;12;11;9;14;8;7;7;16;6;7;7;13;10;7;11;10;13;180
1108;3;3;Brown;Games;Hyperive ;13.31;9;11;15;13;9;11;12;14;11;10;19;12;11;13;15;18;15;17;235
1109;4;3;Blue;Television;Octozzy ;5.6;31;13;22;22;33;20;28;28;13;28;20;24;27;28;29;33;28;27;454
1110;5;3;Red;Computers;Verer ;3.32;27;33;33;42;37;47;48;39;36;31;40;32;44;45;32;38;31;24;659
1111;1;1;Yellow;Television;Animity ;13.39;3;3;2;3;3;5;3;4;6;3;4;8;9;7;11;15;7;7;103
1112;2;1;White;Kitchen;Octozzy ;3.98;4;5;5;5;4;3;6;8;11;12;10;15;20;18;23;23;29;18;219
1113;3;1;Orange;Kitchen;Octozzy ;10.39;6;8;11;11;12;8;10;15;16;16;14;17;23;12;29;22;19;22;271
1114;4;1;Purple;Games;Outise ;5.82;6;11;11;7;9;12;17;11;25;16;22;18;18;30;17;30;47;29;336
1115;5;1;Red;Kitchen;Outise ;3.77;7;11;13;13;15;14;20;21;22;21;26;32;40;23;33;40;57;71;479
1116;1;2;Yellow;Photography;Supranu ;23.32;10;10;9;11;8;9;8;6;2;5;5;3;3;4;3;1;4;3;104
1117;2;2;White;Television;Transible ;13.02;21;17;19;17;9;13;11;11;6;7;9;5;5;6;5;5;5;4;175
1118;3;2;Brown;Tablets;Supranu ;5.32;31;33;10;20;7;15;16;12;11;13;13;8;12;10;7;9;8;5;240
1119;4;2;Purple;Photography;Octozzy ;5.08;48;39;38;41;33;27;15;32;22;13;13;21;17;12;14;6;12;14;417
1120;5;2;Brown;Photography;Kayosis;5.2;71;67;62;45;61;27;42;27;34;20;22;21;19;11;11;6;9;12;567
1121;1;3;Yellow;Television;Hyperive ;34.34;3;2;2;2;3;2;3;3;2;2;3;2;2;2;3;2;2;1;41
1122;2;3;Gray;Telephone;Kayosis;28.11;7;7;8;9;8;6;7;9;8;10;7;5;10;8;11;7;6;6;139
1123;3;3;Orange;Telephone;Dynotri ;7.21;15;12;27;16;17;17;13;17;20;19;21;17;16;22;12;23;18;14;316
1124;4;3;Blue;Photography;Dynotri ;6.27;21;16;22;22;27;11;24;27;17;16;14;14;24;16;26;27;23;17;364
1125;5;3;Green;Telephone;Hyperive ;2.27;41;27;64;35;44;71;57;43;65;50;41;55;53;40;43;50;36;49;864
1126;1;1;Black;Games;Outise ;324.63;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;11
1127;2;1;White;Television;Outise ;13.15;3;4;3;5;4;4;2;6;7;9;11;10;12;14;12;10;11;18;145
1128;3;1;Gray;Kitchen;Animity ;1.58;7;6;7;7;8;11;14;14;12;11;17;18;21;16;22;28;28;30;277
1129;4;1;Purple;Television;Kayosis;4.26;6;10;9;5;16;16;23;16;24;31;26;18;20;30;36;21;33;50;390
1130;5;1;Red;Smart home;Mudeo ;8.63;11;12;11;17;9;15;27;26;22;32;26;28;32;35;47;48;51;66;515
1131;1;2;Black;Tablets;Kayosis;71.78;5;5;3;3;3;2;2;2;2;2;2;1;1;2;1;1;1;1;39
1132;2;2;Gray;Tablets;Supranu ;5.05;15;20;26;12;14;11;5;13;12;15;9;5;9;6;4;4;4;3;187
1133;3;2;Orange;Sound;Dynotri ;9.08;30;30;33;17;22;34;10;21;16;15;14;18;12;12;8;11;7;8;318
1134;4;2;Blue;Games;Transible ;5.04;34;45;28;27;24;23;23;16;18;13;11;8;12;17;7;7;7;6;326
1135;5;2;Red;Accessories;Transible ;1.67;66;46;47;29;51;39;36;25;40;29;25;22;22;26;10;10;20;11;554
1136;1;3;Black;Computers;Hyperive ;0.01;7;6;7;8;8;9;6;7;6;6;9;7;11;11;10;9;7;7;141
1137;2;3;Green;Computers;Dynotri ;22.37;9;10;11;8;9;3;7;9;12;5;6;11;11;8;9;9;11;7;155
1138;3;3;Black;Computers;Transible ;6.08;10;10;13;7;17;11;13;14;12;13;10;17;16;13;19;12;9;15;231
1139;4;3;Blue;Games;Octozzy ;6.53;24;25;20;17;18;22;16;15;14;23;28;35;26;23;20;22;25;24;397
1140;5;3;Brown;Kitchen;Verer ;4.19;16;37;29;35;17;34;18;30;18;29;22;34;32;27;21;19;25;20;463
1141;1;1;Black;Photography;Animity ;118.91;1;1;1;1;1;1;1;1;1;2;2;2;2;1;3;3;2;3;29
1142;2;1;White;Television;Animity ;15.59;4;3;3;4;5;1;6;7;9;7;7;11;11;18;15;17;16;14;158
1143;3;1;Gray;Games;Mudeo ;10.32;4;8;8;9;9;8;11;17;13;11;15;22;21;27;26;20;32;31;292
1144;4;1;Purple;Computers;Animity ;5.85;9;11;10;11;11;12;7;8;12;16;15;22;19;20;13;42;38;26;302
1145;5;1;Brown;Photography;Octozzy ;3.28;12;18;21;15;17;32;19;37;19;29;33;48;34;48;47;68;63;100;660
1146;1;2;Black;Photography;Kayosis;9.8;11;10;12;11;7;10;9;5;7;6;3;4;4;3;2;3;2;2;111
1147;2;2;Yellow;Smart home;Transible ;13.9;26;19;22;16;13;15;6;13;10;5;4;7;9;8;7;7;7;4;198
1148;3;2;Gray;Accessories;Transible ;9.17;30;24;25;22;13;19;19;10;11;11;13;8;9;11;7;4;5;7;248
1149;4;2;Gray;Accessories;Supranu ;3.45;45;21;50;37;21;24;21;21;17;19;12;12;14;8;14;11;5;6;358
1150;5;2;Red;Accessories;Kayosis;3.71;44;51;58;45;44;27;40;31;19;22;26;21;16;17;15;13;10;14;513
1151;1;3;Black;Games;Hyperive ;24.9;6;5;6;4;5;7;5;4;3;9;8;5;8;6;7;6;6;6;106
1152;2;3;White;Sound;Dynotri ;7.76;8;6;7;11;6;7;13;11;14;9;9;11;10;9;6;10;9;9;165
1153;3;3;Gray;Telephone;Kayosis;9.16;12;12;22;15;19;17;21;10;16;13;18;13;16;15;17;19;14;21;290
1154;4;3;Blue;Games;Dynotri ;6.01;21;22;32;17;8;20;26;15;14;19;25;20;24;21;13;27;20;17;361
1155;5;3;Brown;Computers;Verer ;3.9;34;31;24;45;40;46;37;31;35;34;35;36;26;30;73;33;42;30;662
1156;1;1;Red;Television;Mudeo ;11.48;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;3;3;27
1157;2;1;White;Sound;Mudeo ;14.09;2;4;3;4;5;6;4;8;7;6;6;7;5;10;8;13;12;11;121
1158;3;1;Gray;Telephone;Mudeo ;7.96;7;9;11;10;11;8;8;15;13;21;16;23;26;19;18;32;27;37;311
1159;4;1;Blue;Sound;Kayosis;9.19;7;10;9;11;8;11;14;9;11;13;18;26;25;42;28;26;34;51;353
1160;5;1;Red;Television;Animity ;7.07;14;13;12;17;9;14;17;18;15;26;42;26;15;25;17;53;46;46;425
1161;1;2;Black;Photography;Transible ;16.93;10;8;11;3;6;8;7;6;5;6;5;4;3;1;3;4;3;3;96
1162;2;2;Green;Tablets;Transible ;9.32;20;22;25;17;25;9;8;12;9;8;11;6;7;7;9;7;5;5;212
1163;3;2;Orange;Photography;Dynotri ;9.7;26;24;21;20;18;16;16;6;8;10;9;9;8;7;5;6;6;5;220
1164;4;2;Blue;Games;Kayosis;4.77;44;29;44;40;36;27;24;36;24;15;15;14;19;15;16;15;9;9;431
1165;5;2;Red;Accessories;Transible ;1.93;49;71;29;37;52;41;33;18;39;22;20;12;22;11;17;16;15;9;513
1166;1;3;Black;Telephone;Hyperive ;54.27;3;3;4;2;3;2;4;3;3;4;3;4;3;3;3;2;3;2;54
1167;2;3;White;Tablets;Hyperive ;11.3;9;12;5;4;11;10;9;9;12;7;7;7;10;9;7;13;9;10;160
1168;3;3;Orange;Games;Verer ;5.75;15;15;23;17;17;12;19;15;19;18;11;16;11;18;19;11;20;15;291
1169;4;3;Purple;Games;Dynotri ;3.65;10;20;20;19;17;7;20;14;18;13;12;20;19;18;9;21;15;18;290
1170;5;3;Brown;Telephone;Verer ;0.72;31;55;51;46;56;59;28;44;61;46;44;55;44;31;51;55;75;34;866
1171;1;1;Black;Sound;Outise ;28.42;2;2;2;3;3;4;3;2;4;6;6;5;8;4;14;9;9;12;98
1172;2;1;Green;Kitchen;Outise ;9.52;2;5;6;3;8;6;8;9;7;8;9;15;14;17;14;22;25;29;207
1173;3;1;Orange;Kitchen;Animity ;9;3;7;9;6;12;13;9;12;10;17;18;15;13;15;20;24;20;19;242
1174;4;1;Purple;Tablets;Octozzy ;5.96;7;9;16;13;12;15;9;20;13;20;27;22;22;31;30;38;29;25;358
1175;5;1;Black;Smart home;Outise ;0.9;12;15;12;16;20;23;12;22;26;32;32;32;29;34;23;41;49;49;479
1176;1;2;Yellow;Photography;Animity ;22.95;13;13;5;8;6;8;7;5;3;3;5;4;5;5;3;2;2;2;99
1177;2;2;White;Accessories;Transible ;18.3;17;14;13;8;9;10;9;7;9;5;4;3;4;7;5;4;4;4;136
1178;3;2;Gray;Television;Animity ;12.7;27;34;32;16;28;14;10;15;11;13;11;9;9;8;6;9;6;6;264
1179;4;2;Blue;Accessories;Outise ;4.1;53;40;40;22;36;20;21;15;19;24;13;14;19;18;14;13;9;11;401
1180;5;2;Red;Tablets;Kayosis;3.07;69;31;67;42;23;37;29;34;26;28;22;20;10;20;16;15;14;5;508
1181;1;3;Yellow;Television;Kayosis;46.59;5;4;6;4;3;4;6;6;5;5;5;6;5;4;6;8;4;7;93
1182;2;3;Green;Games;Hyperive ;11.46;17;8;12;14;13;12;8;9;10;9;10;13;10;8;13;14;7;10;197
1183;3;3;Orange;Telephone;Hyperive ;8.06;17;16;18;15;17;8;20;19;18;16;14;21;27;18;15;16;30;18;323
1184;4;3;Purple;Computers;Outise ;9.5;17;26;25;17;10;19;22;20;22;14;23;20;18;27;19;23;18;13;353
1185;5;3;Brown;Telephone;Outise ;4.36;54;45;30;25;41;34;66;23;49;48;68;24;49;34;31;52;47;39;759
1186;1;1;Black;Television;Outise ;35.62;1;0;1;1;0;0;1;1;2;1;2;2;2;2;4;4;3;5;32
1187;2;1;Green;Kitchen;Kayosis;24.99;4;5;4;6;4;7;6;8;12;10;8;11;9;14;15;11;18;21;173
1188;3;1;Orange;Television;Octozzy ;8.16;4;6;10;12;8;5;4;10;10;7;14;19;22;21;20;20;22;33;247
1189;4;1;Purple;Television;Outise ;1.01;8;9;7;13;18;3;9;16;21;25;25;26;23;24;19;35;35;55;371
1190;5;1;Red;Smart home;Mudeo ;3.13;9;16;14;9;15;21;18;7;28;28;29;8;21;55;26;49;51;27;431
1191;1;2;Black;Photography;Kayosis;11.91;16;11;12;12;11;7;8;8;9;6;5;5;4;5;3;5;3;3;133
1192;2;2;White;Accessories;Hyperive ;13.88;15;19;13;15;8;16;11;10;11;11;8;6;6;2;6;4;3;2;166
1193;3;2;Gray;Tablets;Kayosis;7.56;25;24;12;16;23;18;17;18;12;13;8;4;9;7;7;8;7;6;234
1194;4;2;Blue;Kitchen;Dynotri ;4.39;54;38;21;30;24;25;19;24;11;10;16;18;15;13;10;9;9;7;353
1195;5;2;Red;Tablets;Kayosis;5.65;61;57;41;45;56;45;40;45;34;36;29;15;13;16;16;14;12;11;586
1196;1;3;Black;Accessories;Transible ;15.24;5;5;4;4;5;4;5;3;2;2;4;4;5;3;6;6;6;5;78
1197;2;3;White;Telephone;Dynotri ;11.38;9;10;12;6;10;16;13;8;11;11;6;13;12;13;5;9;8;10;182
1198;3;3;Gray;Photography;Verer ;8.34;11;20;17;9;19;11;16;5;11;8;13;11;15;15;13;10;8;10;222
1199;4;3;Purple;Telephone;Dynotri ;4.2;22;19;20;26;17;26;22;26;17;22;18;21;24;21;28;17;22;21;389
1200;5;3;Brown;Accessories;Verer ;2.24;52;48;78;85;37;97;51;89;86;68;77;106;80;84;79;54;88;88;1347
1201;1;1;Yellow;Smart home;Animity ;22.47;1;1;1;1;2;1;2;2;2;4;4;4;4;5;5;7;5;8;59
1202;2;1;White;Sound;Octozzy ;19.89;3;3;4;4;5;5;5;3;6;5;5;6;8;6;15;16;13;17;129
1203;3;1;Orange;Photography;Octozzy ;9.53;7;8;7;13;11;14;8;13;14;19;20;26;27;37;21;22;37;31;335
1204;4;1;Blue;Television;Transible ;6.56;8;4;11;13;9;11;15;18;19;15;13;15;25;42;37;45;44;35;379
1205;5;1;Red;Television;Octozzy ;1.05;18;18;28;17;32;26;24;35;52;41;63;68;47;56;81;83;95;85;869
1206;1;2;Yellow;Photography;Dynotri ;94.19;4;3;3;4;3;3;2;1;3;1;2;2;2;1;1;1;1;1;38
1207;2;2;Green;Smart home;Transible ;12.51;16;17;22;25;7;11;12;10;8;15;5;6;5;4;3;6;4;4;180
1208;3;2;Brown;Photography;Supranu ;14.86;34;32;14;10;22;10;17;10;14;14;9;7;8;9;7;6;6;6;235
1209;4;2;Purple;Smart home;Outise ;5.8;44;51;53;42;21;25;34;38;32;23;12;5;15;10;10;13;9;7;444
1210;5;2;Red;Accessories;Kayosis;0.73;60;67;72;47;24;37;31;48;26;27;34;30;30;23;18;23;13;13;623
1211;1;3;Yellow;Smart home;Hyperive ;46.47;2;3;2;2;2;2;3;3;2;3;2;2;2;2;2;2;3;2;41
1212;2;3;White;Telephone;Supranu ;12.99;12;8;15;10;9;9;14;13;14;7;7;14;10;12;5;11;10;6;186
1213;3;3;Orange;Photography;Kayosis;10.17;14;12;12;16;17;20;16;11;16;16;15;14;15;18;17;17;17;16;279
1214;4;3;Blue;Games;Verer ;0.56;14;33;12;29;25;29;16;23;17;36;16;18;34;24;24;16;29;25;420
1215;5;3;Red;Telephone;Dynotri ;1.97;31;44;24;31;30;31;29;22;25;32;34;49;30;28;23;34;32;33;562
1216;1;1;Yellow;Television;Mudeo ;14.71;2;2;3;3;5;4;3;5;4;5;7;5;11;5;11;9;9;14;107
1217;2;1;White;Kitchen;Outise ;5.01;4;5;5;6;8;8;9;7;5;11;12;13;6;23;18;11;18;17;186
1218;3;1;Orange;Computers;Dynotri ;12.87;4;7;7;11;5;7;4;12;17;14;17;10;18;19;22;29;31;30;264
1219;4;1;Brown;Smart home;Outise ;11.81;8;9;8;12;9;16;19;13;19;13;19;21;23;30;37;47;33;47;383
1220;5;1;Brown;Sound;Verer ;2.23;11;12;14;14;17;9;16;21;23;27;32;24;16;43;29;53;33;10;404
1221;1;2;Yellow;Telephone;Kayosis;19.54;10;8;6;9;7;6;5;5;5;3;4;3;4;4;2;2;2;3;88
1222;2;2;White;Tablets;Verer ;9.45;15;13;18;20;16;12;13;17;14;13;5;9;8;5;6;4;4;5;197
1223;3;2;Gray;Tablets;Kayosis;5.69;28;30;18;23;18;14;19;14;18;14;10;11;8;9;8;5;7;3;257
1224;4;2;Blue;Photography;Supranu ;7.76;35;29;23;21;30;20;23;26;19;12;12;16;8;6;6;6;7;4;303
1225;5;2;Green;Tablets;Kayosis;3.43;110;63;74;67;81;69;32;55;33;40;39;52;27;21;33;21;20;17;854
1226;1;3;Yellow;Telephone;Verer ;18.67;7;5;9;7;7;5;6;5;8;8;6;7;8;5;6;6;6;6;117
1227;2;3;Green;Telephone;Dynotri ;10.66;13;12;9;15;12;13;6;8;15;14;13;9;8;12;7;16;7;14;203
1228;3;3;Gray;Computers;Hyperive ;7.5;13;10;15;8;13;13;19;20;16;13;13;14;20;18;13;15;12;8;253
1229;4;3;White;Television;Hyperive ;7.84;28;22;18;28;23;17;25;27;24;35;33;21;31;19;10;37;24;28;450
